Index a_A_1             c_A_2             e_A_3             g_A_4             i_A_5             b_phi_1           d_phi_2           f_phi_3           h_phi_4           j_phi_5          
  882 -2.2214295516E+01 -1.7691062695E+01 -1.1899934189E+01 -5.2156320394E+00 -2.0001581830E+01 +2.6410290314E+02 +2.9264863143E+02 +2.2838292950E+02 +2.8009272326E+02 +1.6048997490E+02
  883 -2.9957964640E+01 -1.9230184706E+00 -1.5092320588E+01 -1.4802921920E+01 -1.3261346562E+01 +2.6610580614E+02 +1.5643103849E+02 +2.3835135966E+01 +2.9341782087E+02 +2.4119579343E+02
  884 -2.8667021602E+01 -2.9926980918E+01 -7.8858864286E+00 -1.5473216727E+01 -7.1074960036E+00 +2.9838376485E+02 +1.1402778673E+02 +2.3658185241E+02 +1.5331860331E+01 +1.4640633207E+02
  885 -2.5376191638E+01 -8.1949332933E+00 -2.3512713666E+01 -1.8650852458E+01 -1.8761970896E+01 +5.2519814287E+01 +3.5357574722E+02 +1.6694024736E+02 +4.0844537388E+01 +2.4025399004E+02
  886 -2.6341582760E+00 -2.8562693005E+01 -2.2011702380E+01 -1.6877970496E+01 -3.9122733619E+00 +1.1673737485E+02 +1.5087661326E+02 +1.0933559027E+02 +3.0178566800E+02 +3.3080799749E+02
  887 -2.6137683173E+01 -1.3918796897E+01 -1.6300238118E+00 -7.4751925655E+00 -1.8739809812E+00 +4.5835446929E+01 +2.3359569160E+01 +2.1625753218E+01 +2.7216703060E+02 +3.2149414613E+02
  888 -2.2397252724E+01 -4.5842282043E+00 -1.3732145283E+01 -1.9640406947E+01 -1.0603258163E+01 +9.6299137249E+00 +4.3179028565E+01 +5.7424175198E+00 +4.5761789981E+01 +2.8618894321E+02
  889 -1.9166523308E+01 -1.8046906923E+01 -9.0721522909E+00 -7.8500896766E+00 -3.1225581842E+00 +2.2126562416E+02 +6.8695875734E+01 +3.0660463179E+02 +9.2857394918E+00 +2.5172645895E+02
  890 -9.2665158821E+00 -1.6543225211E+01 -2.4959785806E+01 -1.9381587137E+01 -3.1122890664E-01 +9.2853286560E+01 +1.5394345131E+02 +8.0026449645E+00 +1.0120296275E+02 +2.0248158655E+02
  891 -3.3886933083E-01 -2.4535410540E-01 -6.8386032373E+00 -2.7659870420E+00 -6.3466529611E+00 +3.4353768129E+02 +2.0854193608E+02 +1.2516329911E+02 +1.9250368516E+02 +1.0506655815E+02
  892 -2.3185348356E+01 -1.6175201630E+00 -2.3642180103E+00 -2.6641478171E+01 -2.7800407438E+01 +3.0246656941E+02 +1.9691470308E+02 +3.5030519645E+02 +1.1724290991E+02 +3.2818213700E+02
  893 -2.0231286556E+00 -7.0500187232E+00 -1.4454473345E+01 -6.9447607997E+00 -1.3088835650E+01 +5.1408596789E+01 +2.6069822904E+02 +2.6690896745E+02 +1.8070517291E+01 +2.3455478689E+02
  894 -2.4645748030E+01 -1.1652792300E+01 -6.8924749193E+00 -2.1251851759E+01 -1.9821710362E+01 +3.1214189495E+02 +2.5055485105E+02 +3.2582160976E+02 +8.0098293495E+01 +2.4701720972E+02
  895 -2.4742834637E-01 -1.0278609334E+01 -4.2499428806E+00 -1.3680664184E+01 -1.6695071714E+01 +1.4759394814E+02 +1.6036759509E+02 +3.3595051880E+02 +2.8179001116E+02 +3.0609085669E+01
  896 -1.3356301108E+01 -1.7167736312E+01 -1.7303775704E+01 -2.1566050192E+01 -2.8366176565E+01 +2.5781740920E+02 +3.3227084938E+02 +1.2072715730E+01 +1.7709506966E+02 +1.4771030395E+02
  897 -1.2634283336E+01 -1.3346463600E+01 -4.7011219347E+00 -6.8957763827E+00 -1.2623544656E+01 +3.1059999343E+02 +2.4960805909E+02 +1.4045389527E+02 +1.2124143918E+02 +2.0547881304E+02
  898 -1.9733498101E+01 -1.4944846413E+01 -2.6747252979E+01 -9.0756164637E+00 -1.1513794097E+01 +3.2200056834E+02 +1.7976706871E+02 +1.4508958794E+02 +3.1354335886E+01 +1.3082939724E+02
  899 -1.1934454512E+01 -4.2026654111E+00 -2.2093844278E+01 -1.2879573054E+01 -1.4527132977E+01 +2.2235350918E+02 +2.0180462247E+01 +2.8247669350E+02 +3.1489478567E+02 +3.4085522888E+02
  900 -8.1750985604E+00 -8.7913567876E+00 -1.7951585036E+01 -1.0337303519E+00 -7.8076753666E+00 +2.7997946738E+02 +1.9220909685E+02 +4.1193992789E+01 +3.2566772965E+02 +2.6943172340E+02
  901 -8.4663328460E+00 -1.3307485607E+01 -2.0815801600E+01 -6.0438755697E+00 -7.9466475786E-01 +3.2873952923E+02 +7.7129680684E+01 +9.1352689783E+01 +1.1891571048E+02 +3.6142457582E+01
  902 -1.6149937606E+01 -7.8314354306E+00 -1.9732266670E+01 -1.5401594360E+01 -2.2053125729E+01 +2.8890833706E+02 +9.1721582670E+01 +2.6769171564E+02 +3.8866340829E+01 +2.8069932407E+02
  903 -2.4759895827E+01 -2.3487783552E+01 -5.1906818918E+00 -1.4057509259E+01 -2.8346120650E+01 +2.0303275494E+02 +3.5331363421E+02 +5.2062673667E+01 +1.3621448239E+02 +3.0414690213E+01
  904 -1.0391139707E+01 -1.8057828300E+01 -3.2396789956E+00 -1.9518201341E+01 -9.2695344967E+00 +9.5279411834E+01 +3.0580998014E+01 +3.4104503370E+02 +2.0499776248E+01 +2.3782463212E+02
  905 -1.5552316104E+01 -8.3692740092E+00 -2.2649226732E+01 -8.6803897741E+00 -8.6304542759E+00 +3.3784783142E+02 +2.7016524893E+01 +1.3701698258E+02 +3.4693577600E+02 +7.6666089205E+01
  906 -2.5097839965E+01 -9.6656411582E+00 -6.4433032208E+00 -2.2430314566E+01 -1.5799286505E+01 +1.9392108032E+02 +1.9573362988E+02 +3.3058652491E+01 +3.3701084229E+02 +1.0908967515E+02
  907 -9.9303705217E+00 -2.2539278795E+00 -2.1169883131E+01 -9.7873323289E+00 -1.3398717818E+01 +1.6662932294E+01 +7.7608922170E+01 +2.6243104445E+02 +1.6894317310E+02 +3.2745134840E+02
  908 -9.4939870551E+00 -2.8540254718E+01 -1.1697673477E+01 -1.8787969719E+00 -2.0934868111E+01 +3.2626164872E+02 +1.4864636149E+02 +2.6341567880E+02 +6.3525223602E+01 +2.0401593088E+02
  909 -9.5716077451E+00 -1.6626693827E+01 -1.2959922019E+01 -4.8958035000E+00 -2.6391309734E+01 +2.5229926467E+02 +1.1130604253E+02 +5.9039546995E+01 +9.7356301298E+01 +2.3802987711E+02
  910 -4.9436118396E+00 -2.5171852045E+01 -1.0874793055E+01 -4.1542691353E+00 -1.2238425108E+01 +9.4142812907E+01 +7.5807881054E+01 +1.4355838849E+02 +1.4686354052E+02 +1.1279922294E+02
  911 -8.7101514585E+00 -1.2852801252E+01 -2.8672457804E+01 -1.7684927553E+01 -2.5678969024E+00 +1.2968525774E+00 +1.1087777362E+02 +1.5523461651E+02 +1.3970357217E+02 +3.1031645558E+02
  912 -2.3096169298E+01 -1.4430422762E+01 -1.1255265926E+01 -2.5190246114E+01 -7.2511252038E-01 +9.6527306142E+01 +1.4005467003E+02 +1.8698137912E+02 +6.3883730310E+01 +3.0703585441E+02
  913 -2.8609550395E+01 -1.8555049770E+01 -1.3913719374E+01 -1.3400320128E+01 -2.6535250125E+01 +1.4492373473E+02 +1.3827595781E+02 +1.2363405840E+02 +3.1175193555E+02 +1.3125048078E+02
  914 -1.7055954878E+01 -1.8594201557E+01 -2.9743522099E+01 -1.4540814569E+01 -1.6570064316E+01 +3.2589447704E+02 +2.5455066769E+01 +2.3320946565E+02 +1.6126323790E+02 +3.2945601299E+02
  915 -5.5287591889E-01 -1.5876000313E+01 -2.6203075650E+01 -8.0644607610E+00 -1.0413157009E+00 +5.3212378169E+01 +2.4178498919E+02 +2.4300568577E+02 +2.5231928182E+02 +1.6508527106E+02
  916 -2.2097119220E+01 -2.5042082821E+01 -2.4854112108E+01 -3.7291887932E+00 -2.2023767852E+01 +1.0204801228E+02 +1.7628988145E+02 +1.8147511919E+02 +5.4525014310E+01 +2.4526172360E+01
  917 -2.4868688183E+01 -2.6127793868E+00 -1.5713713278E+01 -2.9540276967E+01 -2.7278451282E+01 +1.5046414954E+02 +3.1954561361E+02 +2.0884094213E+02 +3.5064718084E+02 +3.2571914928E+02
  918 -1.2833526639E+01 -7.1926371708E+00 -1.9767844435E+01 -1.5677474543E+01 -1.6967527451E+01 +2.1644711223E+02 +3.5921390214E+02 +3.2088311735E+02 +1.9915717358E+02 +3.3983458923E+00
  919 -4.7749444588E+00 -1.5594136777E+01 -1.6007212403E+01 -2.7359388663E+00 -1.9404325086E+01 +3.3893030579E+02 +2.3651614945E+02 +2.2300692396E+02 +4.5586367176E+01 +3.3885074831E+02
  920 -2.5587800116E+01 -2.2036920425E+01 -1.2037272716E+01 -2.5344378454E+01 -1.1041911648E+01 +7.3727913877E+01 +2.9801685651E+02 +1.8007585961E+02 +1.2657137325E+02 +2.4871276484E+02
  921 -9.3067075075E+00 -2.8090443661E+01 -2.8013146688E+01 -2.5466847236E+01 -1.3748038994E+01 +2.9438504654E+02 +8.0912699836E+00 +5.1813881394E+01 +1.9103178705E+02 +1.5702323682E+02
  922 -1.5964070903E+01 -2.6849523541E+01 -3.7228554248E-02 -1.4673310753E+01 -2.2417405065E+01 +4.2993213183E+01 +3.0779171166E+02 +1.6720399425E+02 +3.5926772525E+02 +8.4632479194E+01
  923 -2.5461671772E+01 -1.2290977967E+01 -9.0203130357E+00 -1.1973544150E+01 -2.3680003409E+01 +2.4709878578E+02 +3.0098327510E+02 +3.5364342366E+02 +1.7097407546E+02 +2.8975221921E+01
  924 -1.1043397102E+01 -2.3595841118E+01 -6.6496735643E+00 -1.2378513802E+01 -2.8508593032E+01 +2.5567566981E+02 +2.8850518997E+02 +1.4565213126E+02 +1.6628852349E+02 +2.1281406924E+02
  925 -6.6515382712E+00 -2.0134653715E+01 -2.7270326465E+01 -1.1097492502E+01 -2.3727491056E+01 +2.4298996190E+02 +3.5083803128E+02 +3.0779997464E+01 +6.3317435752E+01 +2.7992798840E+02
  926 -1.1850621726E+01 -1.1052319841E+01 -2.4479657176E+01 -1.1348651827E+01 -7.2039869046E+00 +2.4922335299E+02 +9.7296050234E+01 +2.3942110626E+02 +1.5330152215E+02 +3.4312295855E+02
  927 -6.3088137457E+00 -1.1515493048E+01 -8.5485029230E+00 -7.3420944369E+00 -1.1356626232E+01 +9.2421060854E+01 +1.5925215664E+02 +3.1548360771E+02 +2.7080888931E+02 +7.4157095562E+01
  928 -1.0418512188E+01 -2.7193970736E+01 -1.0659249628E-01 -2.6089216160E+01 -2.7097185019E+01 +1.3955747022E+02 +2.3766152138E+02 +8.9076977905E+01 +2.3155060407E+02 +2.1875602348E+02
  929 -2.7118424693E+01 -2.1180809565E+01 -2.0997792599E+01 -8.5645946059E+00 -2.4790754354E+01 +2.8175804758E+02 +1.9710899550E+02 +3.5946134442E+02 +3.2303083761E+02 +3.0206598090E+02
  930 -3.7932906010E+00 -1.4428896055E+01 -7.7094580705E+00 -2.9638543120E+00 -2.7775677521E+01 +9.6473859586E+01 +3.2902498477E+02 +2.8376112807E+02 +1.1474177114E+02 +2.6605595493E+02
  931 -2.8272391226E+01 -4.2569983782E+00 -5.4279202504E+00 -2.2348012814E+01 -1.2423946001E+01 +8.8842244326E+01 +1.5575663367E+02 +2.3542711197E+02 +7.7875866202E+01 +3.3785838509E+01
  932 -7.9444529092E+00 -2.0246886880E+01 -1.0172885353E+01 -7.0489810704E+00 -1.1352651926E+01 +2.2824475231E+02 +3.3968018572E+02 +1.9126025958E+02 +1.2020562254E+02 +6.4643178286E+01
  933 -2.9080729773E+01 -1.0390313534E+01 -8.8433935059E-01 -1.3352312044E+01 -1.4308109293E+01 +5.0505184704E+01 +7.5402252744E+01 +3.1208714270E+02 +4.6936733583E+01 +3.9101330805E+01
  934 -1.0330960655E+01 -6.1199912053E+00 -1.2360314814E+01 -1.7059602861E+01 -1.0473266117E+01 +9.8636025782E+01 +3.0967505425E+02 +1.8984161978E+01 +2.2850533716E+01 +1.6361654279E+02
  935 -9.7827089812E+00 -2.4172601925E+01 -2.6968341130E+01 -1.4660733383E+01 -2.0273625841E+01 +2.2069741802E+02 +7.4965696852E+01 +1.5179331838E+02 +2.7614596430E+02 +7.4434633670E+01
  936 -1.5811141391E-01 -1.1150946168E+01 -2.9072672906E+01 -2.0000407850E+01 -2.6709645585E+01 +3.1025300477E+02 +1.8249136720E+02 +1.9285859229E+02 +1.7514068318E+02 +1.5958873513E+02
  937 -1.0506564802E+01 -2.3733244311E+01 -1.5289196066E+01 -3.3201475166E+00 -1.1683660950E+01 +3.2715724705E+02 +1.4291665712E+02 +8.1474387017E+01 +2.3461070370E+01 +2.6493629116E+01
  938 -2.0872704321E+01 -2.6536723366E+01 -2.0670204189E+01 -1.4265359755E+01 -2.9280523701E+01 +7.7048242974E+01 +1.3010036912E+02 +2.1935064634E+02 +3.1486941734E+02 +2.6749218153E+02
  939 -2.4590987153E+01 -2.1706624271E+01 -1.6955468982E+01 -1.2688271013E+01 -2.5446060774E+01 +2.2906741619E+02 +1.1426595606E+02 +3.3868211029E+01 +2.9692636443E+02 +3.5980287387E+02
  940 -1.6338136874E+00 -2.3212478342E+00 -2.3453836486E+01 -7.3728840662E+00 -9.9073423054E+00 +1.7423566944E+02 +7.7333043469E+01 +3.4358573061E+02 +1.8870512636E+02 +1.4676153960E+02
  941 -2.9777929472E+01 -3.6045656175E+00 -7.8127578218E+00 -1.0847459006E+01 -1.9990467057E+01 +2.9538584710E+02 +1.9493731310E+02 +3.3676894583E+01 +5.8669612449E+01 +1.0914431179E+02
  942 -2.7891289042E+00 -2.9131849835E+01 -1.4797386101E+01 -1.4848038187E+01 -1.6567024204E+01 +3.4006934775E+02 +2.6481441307E+02 +2.9344832223E+02 +1.3947960218E+02 +4.7954770208E+01
  943 -1.5921814436E+01 -1.0281285549E+01 -9.1593896397E+00 -2.5991415037E+01 -2.8007636544E+00 +7.4308324450E+01 +4.6717000848E+01 +1.9730679978E+02 +3.2764304603E+02 +3.5634973168E+02
  944 -1.8919427836E+01 -2.8397906620E+01 -2.6879551800E+01 -9.1358666302E+00 -2.5666539233E+01 +1.0606535349E+01 +6.8749242715E+01 +2.9161566171E+02 +2.9111405261E+02 +2.0461228631E+02
  945 -1.5220898656E+01 -8.7300340930E+00 -1.8099363142E+01 -4.7566691575E+00 -2.7897220293E+01 +3.0585490224E+02 +1.4723853846E+02 +1.3281181192E+02 +1.3414110590E+02 +7.7169990115E+01
  946 -2.6773391385E+01 -2.9861676663E+01 -2.5167658628E-01 -2.5620524044E+01 -2.0749453506E+01 +2.5683469372E+02 +3.3811369470E+02 +8.3671742645E+01 +1.0404943241E+02 +1.7067468795E+01
  947 -1.6333533823E+01 -2.9040611835E+01 -2.8908099277E+01 -6.4752156863E+00 -1.8948275268E+01 +2.3433113751E+02 +3.3692868852E+02 +1.0543006004E+02 +3.5844276061E+02 +1.2691587287E+02
  948 -1.7120216788E+01 -9.5011305528E+00 -1.5085672334E+01 -2.1707927246E+01 -5.1982859320E+00 +2.7701267752E+02 +2.3510065758E+02 +9.3119451916E+01 +3.1799117349E+02 +1.4018216049E+02
  949 -1.5209442861E+01 -2.6070744979E+01 -1.2122899774E+01 -2.0992105626E+01 -6.2877186305E+00 +2.7964562795E+02 +3.3982720515E+02 +5.7061502787E+01 +1.1275212446E+02 +2.3595348067E+02
  950 -8.6856728587E+00 -1.9008090043E+01 -2.3837838455E+01 -2.9156766330E+01 -1.6734412244E+01 +1.2122098970E+01 +3.0987246299E+02 +2.3735298334E+02 +3.0936544242E+02 +1.8071807192E+02
  951 -2.8976803259E+01 -9.7970622561E+00 -1.8569383504E+01 -1.5125603602E+01 -1.1492362922E+01 +3.5552460200E+02 +3.2864827991E+01 +1.2027939279E+02 +2.0874737750E+02 +2.3591090549E+02
  952 -2.2843647783E+01 -1.7598894768E+01 -2.6950162560E+00 -2.0920273181E+01 -1.3705173507E+01 +1.3553307763E+02 +3.3512009682E+02 +5.3984647296E+01 +3.5288374007E+02 +2.4308548894E+00
  953 -4.8342258716E+00 -9.6866276925E+00 -2.9957393057E+01 -6.6429109981E+00 -4.2156524061E+00 +2.1932256039E+02 +2.2736349116E+02 +2.8749444092E+02 +2.7521810850E+02 +3.1543118901E+02
  954 -1.2153676202E+01 -6.3083213987E-01 -1.7640635425E+01 -1.6191253951E+01 -2.8711672766E+01 +3.1952084457E+02 +1.4244227716E+02 +9.5158551700E+00 +2.8736995120E+02 +7.5666486106E+01
  955 -1.7954170871E+01 -2.9819794252E+01 -1.9186495181E+01 -9.1632070275E+00 -1.9711676613E+01 +5.9217113856E+01 +1.0674232704E+02 +1.1649848948E+02 +2.3302814603E+01 +7.0711480938E+01
  956 -1.2596292037E+01 -1.3404237514E+01 -4.9113865059E+00 -7.6121624009E+00 -2.5967494304E+01 +2.0148177551E+02 +1.8972024188E+02 +1.5140206896E+02 +8.0038209975E+00 +3.2887040778E+01
  957 -7.8158156631E+00 -2.1074378439E+01 -1.7649101210E+01 -8.7452017355E+00 -2.7545039974E+01 +1.0778141321E+02 +1.3901606135E+02 +2.1400458266E+02 +3.4928562922E+02 +1.1681741920E+02
  958 -1.1722695458E+01 -6.1415113627E+00 -2.1735004395E+01 -1.7465428729E+01 -2.5660837615E+01 +3.5453643661E+02 +2.9360442671E+02 +8.9290976604E+01 +2.7167815312E+02 +1.8446545292E+00
  959 -1.3914176320E+00 -2.4642593169E+01 -2.5077678963E+01 -8.1958801940E+00 -1.5735907041E+00 +1.2622517457E+02 +2.2138728416E+02 +2.5570059173E+02 +1.9973219676E+01 +2.9813991137E+02
  960 -1.0665282454E+01 -3.8269961793E+00 -2.1917807080E+01 -1.9700409673E+00 -6.3232293620E+00 +3.9643863517E+01 +4.4801093259E+01 +2.7012608801E+02 +1.7646850297E+01 +3.1903558277E+02
  961 -3.3984660860E+00 -1.9016910498E+01 -2.2480937484E+01 -1.4706396209E+01 -1.4900985125E+01 +6.6671566017E+01 +1.0916763982E+02 +2.1540565251E+02 +2.2317947922E+02 +2.5716594265E+02
  962 -7.8498701176E+00 -1.0927178688E+01 -9.0030791296E+00 -2.4643514207E+00 -1.7563833413E+00 +8.8320429133E+01 +2.6982730649E+02 +3.1730297181E+02 +2.2931153784E+02 +1.1369443990E+02
  963 -1.9826076037E+01 -3.6073393920E+00 -2.7780452304E+01 -6.6164280255E-01 -1.4131342313E+01 +4.5210053177E+01 +6.9069742476E+01 +1.9746352556E+02 +6.9090064788E+01 +1.9272087431E+02
  964 -4.6728896370E+00 -1.4054951453E+00 -1.3027183006E+01 -9.4531310734E+00 -2.1034770389E+01 +4.8868299229E+01 +1.5183813897E+02 +2.5785298534E+02 +2.0412654719E+02 +1.3786555567E+02
  965 -1.2157113180E+01 -1.7209413998E+01 -2.6222930957E+01 -1.0854363597E+01 -2.8671505847E+01 +1.4938922280E+02 +8.6460871537E+01 +1.3469277959E+02 +1.3096834406E+02 +5.5479463669E+01
  966 -1.6190440771E+01 -2.8603838980E+01 -1.8444226522E+01 -1.4289795432E+01 -2.9470572337E+00 +2.9203189514E+01 +2.7354003304E+02 +7.9217844651E+01 +1.4713507254E+02 +1.4975425773E+02
  967 -2.0040170212E+00 -2.9371320951E+01 -8.2012470369E+00 -3.9376635145E+00 -4.0650611808E+00 +1.0501651902E+02 +1.0006377682E+02 +2.2210675882E+02 +1.3943248744E+02 +1.8613989178E+01
  968 -2.6835404750E+01 -2.8286599782E+01 -2.6673821326E+01 -2.8300121871E+01 -2.5240197959E+01 +6.2584225936E+01 +3.2639408960E+02 +9.6645169064E+01 +2.3041318313E+02 +3.0451409599E+02
  969 -3.8815829774E+00 -2.0486024848E+01 -2.5399182834E+01 -2.3642558688E+01 -2.0639970758E+01 +3.0505207553E+02 +9.6830257897E+01 +1.6961017718E+02 +3.2518253542E+02 +3.2927071881E+02
  970 -2.9937358474E+01 -1.8001324805E+01 -1.0851564977E+01 -1.1395917543E+01 -1.4261605224E+00 +1.7478008195E+02 +4.0792176439E+01 +2.9276801831E+01 +1.1263698012E+02 +1.7975876782E+02
  971 -1.4493088056E+01 -2.5414827180E+01 -2.7991283823E+00 -1.2111731838E+01 -8.2594454289E-01 +3.0268139572E+02 +1.4852478811E+02 +5.7925079271E+01 +1.9844209369E+02 +2.8000881134E+02
  972 -1.9812212645E+01 -2.9472471828E+01 -2.5703162702E+01 -1.6340915985E+01 -1.2154322898E+01 +3.1274694148E+02 +1.0636994726E+02 +3.3444946072E+02 +1.7541349677E+02 +1.3135114019E+02
  973 -3.3607632705E+00 -1.9702197862E+01 -1.4480760165E+01 -2.4469431204E+01 -2.4390595592E+01 +3.3336263403E+02 +1.5040282193E+02 +2.0346876130E+02 +1.8849938806E+02 +8.6994566764E+01
  974 -1.9225004665E+01 -2.6516706516E+01 -1.7185262984E+00 -2.6134323480E+01 -8.1530007159E+00 +5.5981991299E+01 +1.4785858870E+02 +2.5170055290E+02 +2.4820836786E+02 +8.6178041084E+00
  975 -3.0542603756E+00 -1.6011892129E+01 -1.3690593627E+01 -1.4567359634E+01 -1.4341376797E+01 +8.2679398463E+01 +3.2340131192E+02 +2.5571655251E+02 +9.3279732243E+01 +3.4417363223E+02
  976 -1.4415378114E+01 -7.6346411388E+00 -2.0983382884E+01 -1.8962845715E+01 -2.3869502543E+01 +3.2012135142E-01 +3.4397411092E+02 +1.5577519977E+02 +2.0997948668E+01 +1.5299399341E+02
  977 -2.5521901902E+01 -1.6204730001E+01 -2.3250198994E+01 -9.3776663192E+00 -2.6741232850E+01 +9.3578461804E+01 +1.1288225361E+02 +1.8719101065E+02 +1.2974034250E+02 +2.6781246407E+02
  978 -2.3026476416E+01 -8.8600489244E+00 -2.3854239587E+01 -1.2723332735E+01 -1.5559454245E+01 +3.3085200892E+02 +1.9935522183E+00 +8.0097659606E+01 +5.6178937173E+01 +3.2129732160E+02
  979 -4.3991007683E+00 -4.5300900239E+00 -1.4112705073E+00 -5.2567230872E+00 -2.2625215205E+01 +6.0419828192E+00 +1.8476352826E+02 +5.7186763344E+01 +1.2601568103E+02 +2.5949424723E+02
  980 -2.7621993474E+01 -5.3729504564E+00 -1.2525158103E+01 -7.6315174159E+00 -1.7631464279E+01 +2.5170298774E+02 +1.8336432016E+02 +2.1733677496E+00 +3.2406243724E+02 +1.0684121563E+02
  981 -4.1490156726E+00 -1.3364366797E+01 -5.8411956390E+00 -2.5000085695E+00 -1.2169023642E+01 +1.8097089660E+01 +5.1479653117E+01 +5.4168063157E+00 +2.5431800858E+02 +1.5715792791E+02
  982 -1.9560609863E+01 -2.7756349615E+01 -1.1669548159E+01 -2.4512162098E+01 -1.8858478856E+01 +2.0211287065E+02 +2.6359644720E+02 +1.6030554659E+01 +1.0714048429E+02 +1.1032656244E+02
  983 -1.5196706457E+01 -2.0771932821E+01 -8.3273019245E+00 -2.6682827907E+01 -3.9536018895E+00 +1.2637105396E+02 +1.2780159129E+01 +1.8255343377E+02 +4.0189850943E+01 +3.1300057018E+01
  984 -2.7968870476E+01 -9.2073939284E+00 -2.1038532908E+01 -1.1357647446E+01 -4.1698080046E+00 +1.4345526454E+02 +5.3123603529E+01 +3.2527838447E+02 +6.1570255194E+01 +3.2579044834E+02
  985 -2.1820122897E+01 -1.7993082957E+01 -2.3345562272E+01 -1.7039025959E+00 -1.7516839026E+01 +1.0956605574E+02 +2.7386539732E+02 +1.3561262216E+02 +1.6531967851E+02 +1.4529867195E+02
  986 -1.2944684133E+01 -1.1297009504E+01 -3.5383704796E+00 -2.9295351294E+01 -3.5086292955E+00 +3.1060871837E+02 +3.3988695949E+02 +2.5283636162E+02 +3.0042052897E+02 +7.4396971526E+01
  987 -2.7230285326E+01 -4.3955044715E+00 -3.1993979719E+00 -1.0446926675E+01 -2.3596953164E+01 +2.4592045163E+02 +2.7252837843E+02 +3.3530607057E+02 +1.9530252539E+02 +1.9982993769E+02
  988 -1.7203095442E+01 -4.7623664205E+00 -6.2096589041E+00 -1.2900871251E+01 -2.8432407474E+01 +2.4530094245E+02 +3.1098434525E+02 +2.4924105718E+02 +2.1783870897E+02 +2.3460815815E+02
  989 -2.7995070827E+01 -2.9680043107E+01 -2.9003120811E+01 -2.2636439077E+01 -2.2373487577E+01 +4.8371079591E+01 +8.1930374477E+01 +6.7844382176E+01 +2.3110649602E+02 +6.9227709166E+00
  990 -4.7467400554E+00 -3.2372656971E+00 -1.9812510339E+01 -9.3366878901E+00 -2.4105483624E+01 +3.2547502039E+02 +1.7242418222E+02 +1.9141647897E+02 +2.8838930000E+02 +1.0735284249E+02
  991 -2.8626180874E+01 -4.9645504590E+00 -1.6977646509E+01 -2.1623317518E+01 -2.4908524304E+01 +3.5524332664E+02 +2.8704835461E+02 +4.3675555095E+01 +1.3060200096E+02 +1.2564609868E+02
  992 -3.3712562145E+00 -3.5303472156E-01 -6.6040191648E+00 -1.7586105829E+01 -3.5708231868E-01 +3.2339677337E+01 +1.7232900364E+02 +2.7155096727E+01 +2.0427581296E+01 +7.1627688513E+01
  993 -4.4894890839E+00 -1.8739372301E+01 -4.9724501943E+00 -2.1731065711E+01 -2.2867398595E+01 +3.3383733135E+02 +1.4086012698E+02 +1.3806876826E+02 +1.9463817088E+02 +1.0754055913E+02
  994 -8.9077535664E+00 -2.9207597069E+01 -2.3338793516E+01 -9.4420605363E+00 -2.8408131291E+01 +3.4564732254E+02 +1.1260468112E+02 +2.6500929004E+02 +1.2478668557E+02 +2.3291816299E+02
  995 -1.4678461135E+01 -2.7482335656E+01 -3.8737359689E+00 -5.5062705980E+00 -2.0554265726E+01 +3.0911111372E+02 +1.5012565310E+02 +1.8191993994E+02 +1.0587257507E+02 +2.2715636055E+02
  996 -8.9967675566E+00 -1.6224712052E+01 -2.6068554991E+01 -9.9949005554E+00 -1.5020469783E+01 +1.4508834801E+02 +3.2393994878E+02 +2.9999325732E+02 +2.5674610571E+02 +1.3021205888E+02
  997 -9.6902384649E+00 -1.5275941255E-01 -2.0291696898E+01 -8.4468176137E+00 -4.6290188955E+00 +3.4628886006E+02 +2.5244601186E+02 +2.1701784493E+02 +2.5932784323E+02 +1.6225839282E+02
  998 -2.1110594529E+01 -1.6730303044E+01 -7.7534806152E-01 -4.3888708471E+00 -1.7912177707E+01 +1.8629574370E+02 +3.3995964708E+02 +3.0800399866E+02 +1.5717544259E+02 +1.2878881250E+02
  999 -2.9389120310E+01 -1.2722848656E+00 -2.9202945700E+01 -1.3663777449E+01 -5.0967511482E+00 +9.4679917693E+01 +6.6359826903E+00 +6.9936487428E+01 +2.7362591753E+02 +2.0387857609E+02
 1000 -1.8173504325E+01 -7.0976243600E+00 -1.9254210155E+01 -4.6902488213E+00 -7.9764460478E+00 +1.6113452118E+02 +2.5100642180E+02 +3.0266279500E+02 +2.8747646312E+02 +3.2850268680E+02
